Kód ORP,Název ORP,Kód okresu,Název okresu,Kód kraje,Název kraje,Lidé v exekuci (2021) [%],Lidé v exekuci (2021) / Průměr ČR [%],Lidé v exekuci (2021) / Průměr kraje [%],Lidé v exekuci (2021) / Průměr okresu [%],Lidé v exekuci (2021) / Průměr sociálně podobných ORP [%],Podíl lidí bez středního vzdělání (2021) [%],Podíl lidí bez středního vzdělání (2021) / Průměr ČR [%],Podíl lidí bez středního vzdělání (2021) / Průměr kraje [%],Podíl lidí bez středního vzdělání (2021) / Průměr okresu [%],Podíl lidí bez středního vzdělání (2021) / Průměr sociálně podobných ORP [%],Domácnosti čerpající přídavek na živobytí (2020) [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr ČR [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr kraje [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr okresu [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr sociálně podobných ORP [%],Propadání (průměr 2015–2021) [%],Propadání (průměr 2015–2021) / Průměr ČR [%],Propadání (průměr 2015–2021) / Průměr kraje [%],Propadání (průměr 2015–2021) / Průměr okresu [%],Propadání (průměr 2015–2021) / Průměr sociálně podobných ORP [%],Názvy sociálně podobných ORP,Kódy sociálně podobných ORP
3110,Soběslav,40347,Tábor,3034,Jihočeský kraj,5.2,6.3,5.8,5.3,5.5,14.4,13.2,13.4,12.7,14.1,2.4,3.9,3.0,3.7,3.0,2.1,1.4,1.3,1.0,1.3,"Beroun, Bučovice, Domažlice, Kopřivnice, Kralovice, Kravaře, Lipník nad Bečvou, Mladá Boleslav, Moravský Krumlov, Nepomuk, Nový Bydžov, Nový Jičín, Olomouc, Písek, Prostějov, Semily, Stod, Strakonice, Uničov, Vrchlabí","2102, 6205, 3202, 8112, 3206, 8113, 7104, 2115, 6212, 3207, 5212, 8115, 7107, 3108, 7108, 5107, 3212, 3111, 7112, 5215"
3112,Tábor,40347,Tábor,3034,Jihočeský kraj,5.4,6.3,5.8,5.3,4.9,12.3,13.2,13.4,12.7,14.0,4.0,3.9,3.0,3.7,2.3,0.7,1.4,1.3,1.0,1.6,"Blatná, Břeclav, Dačice, Frýdek-Místek, Hlučín, Hranice, Ivančice, Jičín, Kralupy nad Vltavou, Kroměříž, Moravské Budějovice, Nymburk, Nýřany, Poděbrady, Pohořelice, Prostějov, Přelouč, Sušice, Trhové Sviny, Vodňany","3101, 6204, 3104, 8106, 8109, 7101, 6208, 5207, 2111, 7203, 6106, 2118, 3208, 2119, 6213, 7108, 5311, 3214, 3113, 3117"
3202,Domažlice,40355,Domažlice,3042,Plzeňský kraj,6.2,6.3,6.6,6.2,5.4,14.6,13.2,13.7,14.8,14.1,1.8,3.9,2.1,1.9,2.9,1.9,1.4,1.6,2.0,1.3,"Beroun, Bučovice, Dvůr Králové nad Labem, Kopřivnice, Kralovice, Kravaře, Lipník nad Bečvou, Mladá Boleslav, Moravský Krumlov, Nepomuk, Nový Bydžov, Nový Jičín, Olomouc, Písek, Semily, Soběslav, Stod, Strakonice, Uničov, Vrchlabí","2102, 6205, 5203, 8112, 3206, 8113, 7104, 2115, 6212, 3207, 5212, 8115, 7107, 3108, 5107, 3110, 3212, 3111, 7112, 5215"
3204,Horšovský Týn,40355,Domažlice,3042,Plzeňský kraj,6.4,6.3,6.6,6.2,6.4,15.4,13.2,13.7,14.8,14.7,2.2,3.9,2.1,1.9,3.9,2.2,1.4,1.6,2.0,1.5,"Brno, Čáslav, Český Těšín, Hodonín, Kladno, Kolín, Králíky, Lysá nad Labem, Mikulov, Moravská Třebová, Neratovice, Plzeň, Prachatice, Příbram, Roudnice nad Labem, Svitavy, Šumperk, Trutnov, Vimperk, Znojmo","6203, 2104, 8104, 6206, 2109, 2110, 5305, 2113, 6211, 5308, 2117, 3209, 3109, 2120, 4211, 5312, 7111, 5214, 3116, 6220"
3203,Horažďovice,40363,Klatovy,3042,Plzeňský kraj,4.6,6.3,6.6,4.6,4.1,13.4,13.2,13.7,13.9,13.0,3.4,3.9,2.1,2.5,1.8,0.4,1.4,1.6,1.5,1.1,"Blansko, Boskovice, Holešov, Hořice, Hořovice, Hustopeče, Konice, Lanškroun, Litovel, Mnichovo Hradiště, Nové Město nad Metují, Praha, Přeštice, Rosice, Světlá nad Sázavou, Třebíč, Uherské Hradiště, Vsetín, Vysoké Mýto, Vyškov","6201, 6202, 7202, 5204, 2108, 6207, 7103, 5306, 7105, 2116, 5211, 1000, 3210, 6214, 6111, 6113, 7207, 7212, 5314, 6219"
3205,Klatovy,40363,Klatovy,3042,Plzeňský kraj,5.0,6.3,6.6,4.6,4.5,13.6,13.2,13.7,13.9,13.2,2.1,3.9,2.1,2.5,2.0,1.4,1.4,1.6,1.5,1.2,"Benešov, Blovice, Bystřice nad Pernštejnem, Bystřice pod Hostýnem, Dobříš, Hradec Králové, Chrudim, Jihlava, Kyjov, Milevsko, Mohelnice, Náchod, Otrokovice, Praha, Rychnov nad Kněžnou, Sedlčany, Ústí nad Orlicí, Veselí nad Moravou, Zábřeh, Železný Brod","2101, 3201, 6101, 7201, 2107, 5205, 5304, 6105, 6210, 3107, 7106, 5209, 7205, 1000, 5213, 2123, 5313, 6218, 7113, 5110"
3214,Sušice,40363,Klatovy,3042,Plzeňský kraj,3.7,6.3,6.6,4.6,5.0,14.8,13.2,13.7,13.9,13.8,2.9,3.9,2.1,2.5,2.2,2.3,1.4,1.6,1.5,1.5,"Blatná, Břeclav, České Budějovice, Dačice, Frýdek-Místek, Hlučín, Hranice, Ivančice, Jičín, Kralupy nad Vltavou, Kroměříž, Moravské Budějovice, Nymburk, Nýřany, Poděbrady, Pohořelice, Přelouč, Tábor, Trhové Sviny, Vodňany","3101, 6204, 3102, 3104, 8106, 8109, 7101, 6208, 5207, 2111, 7203, 6106, 2118, 3208, 2119, 6213, 5311, 3112, 3113, 3117"
3209,Plzeň,40371,Plzeň-město,3042,Plzeňský kraj,8.2,6.3,6.6,8.2,4.7,11.3,13.2,13.7,11.3,13.6,1.8,3.9,2.1,1.8,2.1,1.4,1.4,1.6,1.4,1.0,"Brno, Čáslav, Hodonín, Horšovský Týn, Jablunkov, Kolín, Litomyšl, Luhačovice, Lysá nad Labem, Mikulov, Polička, Příbram, Říčany, Šlapanice, Tišnov, Týn nad Vltavou, Velké Meziříčí, Vimperk, Vizovice, Znojmo","6203, 2104, 6206, 3204, 8110, 2110, 5307, 7204, 2113, 6211, 5310, 2120, 2122, 6216, 6217, 3115, 6114, 3116, 7211, 6220"
3201,Blovice,40380,Plzeň-jih,3042,Plzeňský kraj,4.6,6.3,6.6,4.9,4.5,13.9,13.2,13.7,15.0,13.1,2.5,3.9,2.1,2.0,2.1,1.1,1.4,1.6,1.7,1.3,"Benešov, Bystřice nad Pernštejnem, Bystřice pod Hostýnem, Dobříš, Hradec Králové, Chrudim, Jihlava, Klatovy, Kyjov, Milevsko, Mohelnice, Náchod, Otrokovice, Praha, Rychnov nad Kněžnou, Sedlčany, Veselí nad Moravou, Vysoké Mýto, Zábřeh, Železný Brod","2101, 6101, 7201, 2107, 5205, 5304, 6105, 3205, 6210, 3107, 7106, 5209, 7205, 1000, 5213, 2123, 6218, 5314, 7113, 5110"
3207,Nepomuk,40380,Plzeň-jih,3042,Plzeňský kraj,6.1,6.3,6.6,4.9,5.4,15.3,13.2,13.7,15.0,14.1,2.0,3.9,2.1,2.0,2.8,0.6,1.4,1.6,1.7,1.4,"Beroun, Bučovice, Domažlice, Dvůr Králové nad Labem, Kopřivnice, Kralovice, Kravaře, Kutná Hora, Lipník nad Bečvou, Mladá Boleslav, Moravský Krumlov, Nový Bydžov, Nový Jičín, Olomouc, Písek, Semily, Soběslav, Stod, Uničov, Vrchlabí","2102, 6205, 3202, 5203, 8112, 3206, 8113, 2112, 7104, 2115, 6212, 5212, 8115, 7107, 3108, 5107, 3110, 3212, 7112, 5215"
3210,Přeštice,40380,Plzeň-jih,3042,Plzeňský kraj,4.4,6.3,6.6,4.9,4.0,12.8,13.2,13.7,15.0,13.3,1.1,3.9,2.1,2.0,1.9,0.2,1.4,1.6,1.7,1.1,"Blansko, Boskovice, Frenštát pod Radhoštěm, Holešov, Horažďovice, Hořice, Hořovice, Hustopeče, Konice, Lanškroun, Litovel, Mnichovo Hradiště, Nové Město nad Metují, Rosice, Světlá nad Sázavou, Třebíč, Uherské Hradiště, Vsetín, Vysoké Mýto, Vyškov","6201, 6202, 8105, 7202, 3203, 5204, 2108, 6207, 7103, 5306, 7105, 2116, 5211, 6214, 6111, 6113, 7207, 7212, 5314, 6219"
3212,Stod,40380,Plzeň-jih,3042,Plzeňský kraj,4.9,6.3,6.6,4.9,5.7,17.6,13.2,13.7,15.0,14.1,2.6,3.9,2.1,2.0,2.9,4.2,1.4,1.6,1.7,1.4,"Beroun, Bílovec, Bučovice, Česká Třebová, Český Brod, Domažlice, Dvůr Králové nad Labem, Kralovice, Kutná Hora, Lipník nad Bečvou, Mladá Boleslav, Moravský Krumlov, Nepomuk, Nový Bydžov, Nový Jičín, Olomouc, Semily, Soběslav, Uničov, Vrchlabí","2102, 8101, 6205, 5301, 2106, 3202, 5203, 3206, 2112, 7104, 2115, 6212, 3207, 5212, 8115, 7107, 5107, 3110, 7112, 5215"
3206,Kralovice,40398,Plzeň-sever,3042,Plzeňský kraj,5.8,6.3,6.6,5.4,5.7,13.7,13.2,13.7,14.6,14.5,1.4,3.9,2.1,2.0,3.0,1.3,1.4,1.6,1.0,1.6,"Beroun, Bílovec, Bučovice, Česká Třebová, Český Brod, Domažlice, Dvůr Králové nad Labem, Jindřichův Hradec, Kutná Hora, Lipník nad Bečvou, Moravský Krumlov, Nepomuk, Nový Bydžov, Rakovník, Soběslav, Stod, Třeboň, Vrchlabí","2102, 8101, 6205, 5301, 2106, 3202, 5203, 3105, 2112, 7104, 6212, 3207, 5212, 2121, 3110, 3212, 3114, 5215"
3208,Nýřany,40398,Plzeň-sever,3042,Plzeňský kraj,5.3,6.3,6.6,5.4,5.1,15.0,13.2,13.7,14.6,13.8,2.3,3.9,2.1,2.0,2.9,0.9,1.4,1.6,1.0,1.5,"Břeclav, Dačice, Frýdek-Místek, Hlučín, Hranice, Kopřivnice, Kralupy nad Vltavou, Kravaře, Kroměříž, Moravské Budějovice, Nymburk, Olomouc, Písek, Pohořelice, Prostějov, Strakonice, Sušice, Tábor, Uničov, Vodňany","6204, 3104, 8106, 8109, 7101, 8112, 2111, 8113, 7203, 6106, 2118, 7107, 3108, 6213, 7108, 3111, 3214, 3112, 7112, 3117"
3211,Rokycany,40401,Rokycany,3042,Plzeňský kraj,5.8,6.3,6.6,5.8,4.8,14.1,13.2,13.7,14.1,13.3,3.1,3.9,2.1,3.1,2.1,1.6,1.4,1.6,1.6,1.3,"Blatná, České Budějovice, Dobříš, Ivančice, Jičín, Jihlava, Kostelec nad Orlicí, Milevsko, Moravské Budějovice, Náchod, Opava, Otrokovice, Pardubice, Poděbrady, Přelouč, Sedlčany, Trhové Sviny, Ústí nad Orlicí, Votice, Železný Brod","3101, 3102, 2107, 6208, 5207, 6105, 5208, 3107, 6106, 5209, 8117, 7205, 5309, 2119, 5311, 2123, 3113, 5313, 2126, 5110"
3213,Stříbro,40410,Tachov,3042,Plzeňský kraj,9.3,6.3,6.6,9.0,8.8,19.1,13.2,13.7,17.7,16.4,3.1,3.9,2.1,2.2,6.8,3.8,1.4,1.6,2.7,2.4,"Bohumín, Broumov, Český Krumlov, Jablonec nad Nisou, Jeseník, Kaplice, Karlovy Vary, Krnov, Litoměřice, Louny, Mariánské Lázně, Nový Bor, Odry, Ostrava, Podbořany, Přerov, Šternberk, Tachov, Tanvald, Vítkov","8102, 5201, 3103, 5103, 7102, 3106, 4103, 8114, 4205, 4207, 4105, 5106, 8116, 8119, 4210, 7109, 7110, 3215, 5108, 8122"
3215,Tachov,40410,Tachov,3042,Plzeňský kraj,9.0,6.3,6.6,9.0,8.3,17.0,13.2,13.7,17.7,16.0,1.8,3.9,2.1,2.2,6.1,2.2,1.4,1.6,2.7,2.3,"Bohumín, Broumov, Český Krumlov, Jablonec nad Nisou, Jaroměř, Jeseník, Kaplice, Karlovy Vary, Litoměřice, Lovosice, Mariánské Lázně, Mělník, Nový Bor, Odry, Ostrava, Přerov, Slaný, Stříbro, Šternberk, Vítkov","8102, 5201, 3103, 5103, 5206, 7102, 3106, 4103, 4205, 4208, 4105, 2114, 5106, 8116, 8119, 7109, 2124, 3213, 7110, 8122"
4101,Aš,40428,Cheb,3051,Karlovarský kraj,16.5,6.3,11.7,12.6,12.7,21.6,13.2,18.1,18.2,18.7,4.9,3.9,5.7,3.5,10.6,2.9,1.4,2.5,2.3,3.3,"Bílina, Bruntál, Česká Lípa, Děčín, Frýdlant, Chomutov, Kadaň, Karviná, Kraslice, Litvínov, Most, Orlová, Ostrov, Rumburk, Sokolov, Teplice, Ústí nad Labem, Varnsdorf, Žatec","4201, 8103, 5101, 4202, 5102, 4203, 4204, 8111, 4104, 4206, 4209, 8118, 4106, 4212, 4107, 4213, 4214, 4215, 4216"
4102,Cheb,40428,Cheb,3051,Karlovarský kraj,12.2,6.3,11.7,12.6,10.3,18.0,13.2,18.1,18.2,17.2,2.9,3.9,5.7,3.5,9.4,2.3,1.4,2.5,2.3,3.0,"Broumov, Bruntál, Česká Lípa, Děčín, Havířov, Jeseník, Karviná, Krnov, Louny, Nový Bor, Orlová, Ostrava, Ostrov, Podbořany, Rýmařov, Tanvald, Teplice, Varnsdorf, Vítkov, Žatec","5201, 8103, 5101, 4202, 8108, 7102, 8111, 8114, 4207, 5106, 8118, 8119, 4106, 4210, 8120, 5108, 4213, 4215, 8122, 4216"
4105,Mariánské Lázně,40428,Cheb,3051,Karlovarský kraj,10.5,6.3,11.7,12.6,8.9,16.2,13.2,18.1,18.2,16.6,3.8,3.9,5.7,3.5,7.0,1.9,1.4,2.5,2.3,2.5,"Bohumín, Broumov, Český Krumlov, Havířov, Jablonec nad Nisou, Jeseník, Kaplice, Karlovy Vary, Krnov, Litoměřice, Louny, Nový Bor, Odry, Ostrava, Podbořany, Stříbro, Šternberk, Tachov, Tanvald, Vítkov","8102, 5201, 3103, 8108, 5103, 7102, 3106, 4103, 8114, 4205, 4207, 5106, 8116, 8119, 4210, 3213, 7110, 3215, 5108, 8122"
4103,Karlovy Vary,40436,Karlovy Vary,3051,Karlovarský kraj,9.6,6.3,11.7,9.8,8.6,15.4,13.2,18.1,16.4,16.6,4.1,3.9,5.7,4.4,6.5,1.9,1.4,2.5,1.9,2.5,"Bohumín, Broumov, Český Krumlov, Jablonec nad Nisou, Jeseník, Kaplice, Litoměřice, Louny, Mariánské Lázně, Nový Bor, Odry, Ostrava, Podbořany, Přerov, Slaný, Stříbro, Šternberk, Tachov, Tanvald, Vítkov","8102, 5201, 3103, 5103, 7102, 3106, 4205, 4207, 4105, 5106, 8116, 8119, 4210, 7109, 2124, 3213, 7110, 3215, 5108, 8122"
4106,Ostrov,40436,Karlovy Vary,3051,Karlovarský kraj,10.4,6.3,11.7,9.8,11.0,19.6,13.2,18.1,16.4,17.7,5.0,3.9,5.7,4.4,9.2,1.8,1.4,2.5,1.9,3.0,"Aš, Broumov, Bruntál, Česká Lípa, Děčín, Frýdlant, Havířov, Cheb, Kadaň, Karviná, Krnov, Louny, Orlová, Ostrava, Podbořany, Rýmařov, Tanvald, Teplice, Varnsdorf, Žatec","4101, 5201, 8103, 5101, 4202, 5102, 8108, 4102, 4204, 8111, 8114, 4207, 8118, 8119, 4210, 8120, 5108, 4213, 4215, 4216"
4104,Kraslice,40444,Sokolov,3051,Karlovarský kraj,15.6,6.3,11.7,13.2,12.2,20.1,13.2,18.1,20.0,18.5,13.2,3.9,5.7,9.5,9.8,2.5,1.4,2.5,3.3,3.1,"Aš, Bílina, Bruntál, Frýdlant, Chomutov, Jablunkov, Kadaň, Karviná, Kraslice, Litvínov, Luhačovice, Most, Orlová, Rumburk, Sokolov, Teplice, Ústí nad Labem, Varnsdorf, Žatec","4101, 4201, 8103, 5102, 4203, 8110, 4204, 8111, 4104, 4206, 7204, 4209, 8118, 4212, 4107, 4213, 4214, 4215, 4216"
4107,Sokolov,40444,Sokolov,3051,Karlovarský kraj,12.8,6.3,11.7,13.2,10.7,20.0,13.2,18.1,20.0,17.4,8.9,3.9,5.7,9.5,8.0,3.5,1.4,2.5,3.3,2.5,"Aš, Bílina, Bruntál, Frýdlant, Chomutov, Jablunkov, Kadaň, Kraslice, Litomyšl, Litvínov, Luhačovice, Most, Orlová, Rumburk, Říčany, Šlapanice, Teplice, Ústí nad Labem","4101, 4201, 8103, 5102, 4203, 8110, 4204, 4104, 5307, 4206, 7204, 4209, 8118, 4212, 2122, 6216, 4213, 4214"
4202,Děčín,40452,Děčín,3069,Ústecký kraj,12.1,6.3,12.2,12.4,10.8,17.4,13.2,17.8,18.3,17.6,9.7,3.9,10.0,10.3,8.8,1.7,1.4,3.1,2.7,3.0,"Aš, Broumov, Bruntál, Česká Lípa, Havířov, Cheb, Kadaň, Karviná, Krnov, Louny, Nový Bor, Orlová, Ostrava, Ostrov, Podbořany, Rýmařov, Tanvald, Teplice, Varnsdorf, Žatec","4101, 5201, 8103, 5101, 8108, 4102, 4204, 8111, 8114, 4207, 5106, 8118, 8119, 4106, 4210, 8120, 5108, 4213, 4215, 4216"
4212,Rumburk,40452,Děčín,3069,Ústecký kraj,13.5,6.3,12.2,12.4,12.5,20.9,13.2,17.8,18.3,18.6,11.3,3.9,10.0,10.3,10.0,3.6,1.4,3.1,2.7,3.3,"Aš, Bílina, Bruntál, Česká Lípa, Frýdlant, Chomutov, Jablunkov, Kadaň, Karviná, Kraslice, Litvínov, Most, Orlová, Sokolov, Teplice, Ústí nad Labem, Varnsdorf, Žatec","4101, 4201, 8103, 5101, 5102, 4203, 8110, 4204, 8111, 4104, 4206, 4209, 8118, 4107, 4213, 4214, 4215, 4216"
4215,Varnsdorf,40452,Děčín,3069,Ústecký kraj,11.5,6.3,12.2,12.4,11.7,17.5,13.2,17.8,18.3,18.3,11.2,3.9,10.0,10.3,9.2,4.9,1.4,3.1,2.7,3.0,"Aš, Bruntál, Česká Lípa, Děčín, Frýdlant, Havířov, Cheb, Kadaň, Karviná, Kraslice, Krnov, Louny, Most, Orlová, Ostrov, Podbořany, Rumburk, Rýmařov, Teplice, Žatec","4101, 8103, 5101, 4202, 5102, 8108, 4102, 4204, 8111, 4104, 8114, 4207, 4209, 8118, 4106, 4210, 4212, 8120, 4213, 4216"
4203,Chomutov,40461,Chomutov,3069,Ústecký kraj,14.4,6.3,12.2,13.5,10.2,18.7,13.2,17.8,19.3,17.3,10.3,3.9,10.0,10.2,7.3,4.1,1.4,3.1,3.4,2.4,"Aš, Bílina, Bruntál, Frýdlant, Jablunkov, Kadaň, Kraslice, Litomyšl, Litvínov, Luhačovice, Most, Rumburk, Říčany, Sokolov, Šlapanice, Teplice, Ústí nad Labem, Vizovice","4101, 4201, 8103, 5102, 8110, 4204, 4104, 5307, 4206, 7204, 4209, 4212, 2122, 4107, 6216, 4213, 4214, 7211"
4204,Kadaň,40461,Chomutov,3069,Ústecký kraj,11.8,6.3,12.2,13.5,12.8,20.4,13.2,17.8,19.3,18.7,9.9,3.9,10.0,10.2,10.0,1.9,1.4,3.1,3.4,3.3,"Aš, Bílina, Bruntál, Česká Lípa, Děčín, Frýdlant, Chomutov, Karviná, Kraslice, Litvínov, Most, Orlová, Ostrov, Rumburk, Rýmařov, Sokolov, Teplice, Ústí nad Labem, Varnsdorf, Žatec","4101, 4201, 8103, 5101, 4202, 5102, 4203, 8111, 4104, 4206, 4209, 8118, 4106, 4212, 8120, 4107, 4213, 4214, 4215, 4216"
4205,Litoměřice,40479,Litoměřice,3069,Ústecký kraj,7.6,6.3,12.2,7.1,7.8,16.0,13.2,17.8,15.7,15.5,4.2,3.9,10.0,4.3,4.9,1.3,1.4,3.1,1.5,2.0,"Bohumín, Český Krumlov, Jablonec nad Nisou, Jaroměř, Kaplice, Karlovy Vary, Kladno, Liberec, Lovosice, Mariánské Lázně, Mělník, Neratovice, Odry, Přerov, Slaný, Stříbro, Šternberk, Šumperk, Tachov, Trutnov","8102, 3103, 5103, 5206, 3106, 4103, 2109, 5105, 4208, 4105, 2114, 2117, 8116, 7109, 2124, 3213, 7110, 7111, 3215, 5214"
4208,Lovosice,40479,Litoměřice,3069,Ústecký kraj,7.3,6.3,12.2,7.1,7.2,16.0,13.2,17.8,15.7,15.1,5.5,3.9,10.0,4.3,4.9,1.5,1.4,3.1,1.5,1.8,"Bohumín, Český Těšín, Jablonec nad Nisou, Jaroměř, Kaplice, Kladno, Liberec, Litoměřice, Mělník, Neratovice, Odry, Prachatice, Přerov, Roudnice nad Labem, Slaný, Svitavy, Šternberk, Šumperk, Tachov, Trutnov","8102, 8104, 5103, 5206, 3106, 2109, 5105, 4205, 2114, 2117, 8116, 3109, 7109, 4211, 2124, 5312, 7110, 7111, 3215, 5214"
4211,Roudnice nad Labem,40479,Litoměřice,3069,Ústecký kraj,6.1,6.3,12.2,7.1,6.6,14.9,13.2,17.8,15.7,14.8,3.6,3.9,10.0,4.3,4.7,1.9,1.4,3.1,1.5,1.7,"Brno, Český Těšín, Horšovský Týn, Jaroměř, Kladno, Kolín, Králíky, Liberec, Lovosice, Lysá nad Labem, Mělník, Moravská Třebová, Neratovice, Prachatice, Přerov, Slaný, Svitavy, Šumperk, Trutnov, Znojmo","6203, 8104, 3204, 5206, 2109, 2110, 5305, 5105, 4208, 2113, 2114, 5308, 2117, 3109, 7109, 2124, 5312, 7111, 5214, 6220"
4207,Louny,40487,Louny,3069,Ústecký kraj,9.2,6.3,12.2,9.8,10.2,16.1,13.2,17.8,17.8,17.2,6.3,3.9,10.0,7.7,8.1,3.5,1.4,3.1,4.6,2.7,"Broumov, Česká Lípa, Český Krumlov, Děčín, Havířov, Cheb, Jeseník, Karlovy Vary, Karviná, Krnov, Mariánské Lázně, Nový Bor, Ostrava, Ostrov, Podbořany, Rýmařov, Stříbro, Tanvald, Varnsdorf, Vítkov","5201, 5101, 3103, 4202, 8108, 4102, 7102, 4103, 8111, 8114, 4105, 5106, 8119, 4106, 4210, 8120, 3213, 5108, 4215, 8122"
4210,Podbořany,40487,Louny,3069,Ústecký kraj,9.6,6.3,12.2,9.8,10.2,20.7,13.2,17.8,17.8,17.1,7.7,3.9,10.0,7.7,8.3,4.1,1.4,3.1,4.6,2.9,"Broumov, Česká Lípa, Děčín, Havířov, Cheb, Jeseník, Karlovy Vary, Karviná, Krnov, Louny, Mariánské Lázně, Nový Bor, Ostrava, Ostrov, Rýmařov, Stříbro, Tanvald, Varnsdorf, Vítkov, Žatec","5201, 5101, 4202, 8108, 4102, 7102, 4103, 8111, 8114, 4207, 4105, 5106, 8119, 4106, 8120, 3213, 5108, 4215, 8122, 4216"
4216,Žatec,40487,Louny,3069,Ústecký kraj,10.7,6.3,12.2,9.8,12.0,18.8,13.2,17.8,17.8,18.3,9.8,3.9,10.0,7.7,9.6,6.3,1.4,3.1,4.6,2.9,"Aš, Bruntál, Česká Lípa, Děčín, Frýdlant, Havířov, Cheb, Kadaň, Karviná, Kraslice, Krnov, Most, Orlová, Ostrov, Podbořany, Rumburk, Rýmařov, Teplice, Ústí nad Labem, Varnsdorf","4101, 8103, 5101, 4202, 5102, 8108, 4102, 4204, 8111, 4104, 8114, 4209, 8118, 4106, 4210, 4212, 8120, 4213, 4214, 4215"
4206,Litvínov,40495,Most,3069,Ústecký kraj,14.4,6.3,12.2,15.6,9.8,19.1,13.2,17.8,19.7,16.9,14.2,3.9,10.0,17.4,6.6,1.4,1.4,3.1,3.6,2.4,"Aš, Bílina, Frýdlant, Chomutov, Jablunkov, Kadaň, Kraslice, Litomyšl, Luhačovice, Most, Rumburk, Říčany, Sokolov, Šlapanice, Teplice, Tišnov, Ústí nad Labem, Vizovice","4101, 4201, 5102, 4203, 8110, 4204, 4104, 5307, 7204, 4209, 4212, 2122, 4107, 6216, 4213, 6217, 4214, 7211"
4209,Most,40495,Most,3069,Ústecký kraj,16.2,6.3,12.2,15.6,11.6,20.0,13.2,17.8,19.7,18.2,18.9,3.9,10.0,17.4,9.0,4.7,1.4,3.1,3.6,3.0,"Aš, Bílina, Bruntál, Frýdlant, Chomutov, Jablunkov, Kadaň, Kraslice, Litvínov, Luhačovice, Most, Orlová, Rumburk, Sokolov, Šlapanice, Teplice, Ústí nad Labem, Varnsdorf, Žatec","4101, 4201, 8103, 5102, 4203, 8110, 4204, 4104, 4206, 7204, 4209, 8118, 4212, 4107, 6216, 4213, 4214, 4215, 4216"
4201,Bílina,40509,Teplice,3069,Ústecký kraj,17.5,6.3,12.2,12.8,9.1,22.6,13.2,17.8,18.0,16.5,9.4,3.9,10.0,8.2,6.4,6.7,1.4,3.1,3.4,2.0,"Aš, Frýdlant, Chomutov, Jablunkov, Kadaň, Kraslice, Litomyšl, Litvínov, Luhačovice, Most, Rumburk, Říčany, Sokolov, Šlapanice, Tišnov, Ústí nad Labem, Velké Meziříčí, Vizovice","4101, 5102, 4203, 8110, 4204, 4104, 5307, 4206, 7204, 4209, 4212, 2122, 4107, 6216, 6217, 4214, 6114, 7211"
4213,Teplice,40509,Teplice,3069,Ústecký kraj,11.9,6.3,12.2,12.8,12.5,17.1,13.2,17.8,18.0,18.6,8.0,3.9,10.0,8.2,9.8,2.8,1.4,3.1,3.4,3.1,"Aš, Bruntál, Česká Lípa, Děčín, Frýdlant, Cheb, Chomutov, Kadaň, Karviná, Kraslice, Litvínov, Most, Orlová, Ostrov, Rumburk, Rýmařov, Sokolov, Ústí nad Labem, Varnsdorf, Žatec","4101, 8103, 5101, 4202, 5102, 4102, 4203, 4204, 8111, 4104, 4206, 4209, 8118, 4106, 4212, 8120, 4107, 4214, 4215, 4216"
4214,Ústí nad Labem,40517,Ústí nad Labem,3069,Ústecký kraj,13.7,6.3,12.2,13.7,11.1,16.2,13.2,17.8,16.2,17.9,11.9,3.9,10.0,11.9,8.3,3.1,1.4,3.1,3.1,2.8,"Aš, Bílina, Bruntál, Frýdlant, Chomutov, Jablunkov, Kadaň, Kraslice, Litvínov, Luhačovice, Most, Orlová, Rumburk, Říčany, Sokolov, Šlapanice, Teplice, Žatec","4101, 4201, 8103, 5102, 4203, 8110, 4204, 4104, 4206, 7204, 4209, 8118, 4212, 2122, 4107, 6216, 4213, 4216"
5101,Česká Lípa,40525,Česká Lípa,3077,Liberecký kraj,10.4,6.3,7.9,9.9,11.2,16.9,13.2,14.5,16.4,18.0,4.6,3.9,4.3,4.5,9.3,3.1,1.4,2.1,3.1,3.0,"Aš, Bruntál, Děčín, Frýdlant, Havířov, Cheb, Kadaň, Karviná, Krnov, Louny, Orlová, Ostrava, Ostrov, Podbořany, Rumburk, Rýmařov, Tanvald, Teplice, Varnsdorf, Žatec","4101, 8103, 4202, 5102, 8108, 4102, 4204, 8111, 8114, 4207, 8118, 8119, 4106, 4210, 4212, 8120, 5108, 4213, 4215, 4216"
5106,Nový Bor,40525,Česká Lípa,3077,Liberecký kraj,8.5,6.3,7.9,9.9,9.6,15.0,13.2,14.5,16.4,17.0,4.1,3.9,4.3,4.5,7.2,2.9,1.4,2.1,3.1,2.5,"Bohumín, Broumov, Český Krumlov, Děčín, Havířov, Cheb, Jeseník, Kaplice, Karlovy Vary, Krnov, Louny, Mariánské Lázně, Odry, Ostrava, Podbořany, Rýmařov, Stříbro, Tachov, Tanvald, Vítkov","8102, 5201, 3103, 4202, 8108, 4102, 7102, 3106, 4103, 8114, 4207, 4105, 8116, 8119, 4210, 8120, 3213, 3215, 5108, 8122"
